ID_Envio,Fecha_Despacho,Comuna_Destino,Distancia_KM,Tiempo_Prometido_Hrs,Tiempo_Real_Hrs,Estado_Entrega,Motivo_Falla,Tipo_Vehiculo,Costo_Envio_CLP
ENV-2026-01136,2026-08-13 19:48:00,Maipú,11.2,48.0,34.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4700.0
ENV-2026-01137,2026-07-04 05:34:00,Santiago,20.4,12.0,10.2,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6000.0
ENV-2026-01138,2026-07-19 00:30:00,Las Condes,33.3,48.0,42.6,Entregado a Tiempo,Sin Falla,Motocicleta,8400.0
ENV-2026-01139,2026-08-06 22:37:00,Santiago,15.4,24.0,19.1,Entregado a Tiempo,Sin Falla,Motocicleta,5700.0
ENV-2026-01140,2026-08-23 00:43:00,San Bernardo,32.0,48.0,57.6,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7900.0
ENV-2026-01141,2026-08-12 18:05:00,San Bernardo,22.7,12.0,13.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6400.0
ENV-2026-01142,2026-07-20 12:22:00,Puente Alto,11.7,24.0,28.1,Entregado con Atraso,Cliente Ausente,Camión 3.5T,4900.0
ENV-2026-01143,2026-08-16 22:01:00,Puente Alto,10.1,48.0,85.2,Fallido,Cliente Ausente,Motocicleta,4400.0
ENV-2026-01144,2026-07-18 01:27:00,Maipú,29.0,48.0,40.1,Entregado a Tiempo,Sin Falla,Motocicleta,7500.0
ENV-2026-01145,2026-08-17 18:37:00,Maipú,21.0,48.0,52.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6500.0
ENV-2026-01146,2026-07-08 18:46:00,Las Condes,23.3,24.0,26.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6600.0
ENV-2026-01147,2026-07-31 10:48:00,San Bernardo,5.0,24.0,12.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3900.0
ENV-2026-01148,2026-08-14 19:49:00,Las Condes,4.4,24.0,40.2,Fallido,Dirección Incorrecta,Motocicleta,3500.0
ENV-2026-01149,2026-07-07 00:32:00,Pudahuel,22.4,12.0,15.6,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6500.0
ENV-2026-01150,2026-07-05 14:18:00,Puente Alto,19.8,12.0,15.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5900.0
ENV-2026-01151,2026-07-02 14:54:00,Pudahuel,27.7,12.0,14.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7200.0
ENV-2026-01152,2026-07-20 11:32:00,San Bernardo,22.3,12.0,8.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-01153,2026-08-22 02:38:00,La Florida,14.4,24.0,17.5,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5000.0
ENV-2026-01154,2026-07-20 18:17:00,Puente Alto,24.8,24.0,26.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7100.0
ENV-2026-01155,2026-08-29 00:53:00,San Bernardo,9.1,24.0,16.2,Entregado a Tiempo,Sin Falla,Motocicleta,4500.0
ENV-2026-01156,2026-08-12 03:13:00,San Bernardo,19.8,12.0,15.8,Fallido,Tráfico/Congestión,Furgón 1.5T,5800.0
ENV-2026-01157,2026-07-07 13:15:00,Puente Alto,14.8,24.0,37.1,Fallido,Dirección Incorrecta,Furgón 1.5T,5200.0
ENV-2026-01158,2026-07-28 16:14:00,La Florida,15.1,48.0,46.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5700.0
ENV-2026-01159,2026-08-13 23:56:00,Pudahuel,30.2,48.0,35.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,7500.0
ENV-2026-01160,2026-08-09 20:28:00,Santiago,32.3,12.0,5.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8100.0
ENV-2026-01161,2026-07-11 22:30:00,Maipú,33.7,24.0,28.0,Entregado con Atraso,Cliente Ausente,Camión 3.5T,8100.0
ENV-2026-01162,2026-07-07 07:09:00,Maipú,11.2,24.0,14.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5100.0
ENV-2026-01163,2026-07-04 08:32:00,Quilicura,18.7,24.0,23.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5700.0
ENV-2026-01164,2026-08-24 05:19:00,San Bernardo,24.5,24.0,19.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6500.0
ENV-2026-01165,2026-08-06 01:49:00,La Florida,34.2,12.0,15.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8200.0
ENV-2026-01166,2026-07-29 08:49:00,San Bernardo,24.5,24.0,54.1,Fallido,Cliente Ausente,Furgón 1.5T,6900.0
ENV-2026-01167,2026-07-20 10:10:00,La Florida,14.9,24.0,35.6,Fallido,Cliente Ausente,Furgón 1.5T,5000.0
ENV-2026-01168,2026-08-08 10:09:00,San Bernardo,16.6,24.0,23.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5400.0
ENV-2026-01169,2026-08-07 21:04:00,Maipú,6.2,48.0,41.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-01170,2026-08-05 13:54:00,Pudahuel,22.7,24.0,26.5,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6500.0
ENV-2026-01171,2026-08-24 05:20:00,Maipú,13.0,24.0,20.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4900.0
ENV-2026-01172,2026-07-19 15:32:00,Las Condes,14.3,24.0,16.5,Entregado a Tiempo,Sin Falla,Motocicleta,5600.0
ENV-2026-01173,2026-07-27 05:43:00,Las Condes,32.8,24.0,23.0,Entregado a Tiempo,Sin Falla,Motocicleta,8000.0
ENV-2026-01174,2026-08-22 16:35:00,Maipú,21.3,48.0,49.1,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6300.0
ENV-2026-01175,2026-08-02 18:00:00,Pudahuel,4.0,24.0,47.8,Fallido,Cliente Ausente,Motocicleta,4000.0
ENV-2026-01176,2026-07-14 22:31:00,Maipú,11.9,12.0,16.5,Fallido,Cliente Ausente,Furgón 1.5T,4900.0
ENV-2026-01177,2026-08-08 09:44:00,Pudahuel,13.2,24.0,14.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-01178,2026-08-14 02:50:00,Puente Alto,29.1,24.0,28.3,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,7700.0
ENV-2026-01179,2026-07-29 22:06:00,San Bernardo,14.2,48.0,86.6,Fallido,Cliente Ausente,Furgón Eléctrico,5400.0
ENV-2026-01180,2026-08-02 03:17:00,Santiago,25.9,12.0,11.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7200.0
ENV-2026-01181,2026-08-17 03:44:00,San Bernardo,4.2,24.0,20.6,Entregado a Tiempo,Sin Falla,Motocicleta,3500.0
ENV-2026-01182,2026-08-16 05:05:00,Quilicura,19.6,24.0,11.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-01183,2026-07-28 13:23:00,La Florida,24.7,24.0,15.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-01184,2026-08-01 06:41:00,Pudahuel,18.1,48.0,29.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5700.0
ENV-2026-01185,2026-07-12 09:40:00,Maipú,19.1,12.0,11.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,5800.0
ENV-2026-01186,2026-07-13 18:41:00,San Bernardo,19.7,24.0,18.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6400.0
ENV-2026-01187,2026-08-12 14:43:00,Quilicura,19.5,48.0,31.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-01188,2026-07-10 14:35:00,Las Condes,17.2,24.0,24.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5700.0
ENV-2026-01189,2026-07-25 06:57:00,La Florida,4.3,24.0,14.7,Entregado a Tiempo,Sin Falla,Motocicleta,4100.0
ENV-2026-01190,2026-08-11 03:46:00,Santiago,22.1,48.0,47.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,6200.0
ENV-2026-01191,2026-08-12 07:19:00,Quilicura,5.7,48.0,26.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4300.0
ENV-2026-01192,2026-08-29 02:52:00,San Bernardo,7.2,24.0,11.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,3900.0
ENV-2026-01193,2026-08-18 11:32:00,La Florida,34.8,12.0,11.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8300.0
ENV-2026-01194,2026-07-11 13:19:00,Quilicura,15.7,24.0,32.7,Fallido,Cliente Ausente,Motocicleta,5500.0
ENV-2026-01195,2026-08-08 10:22:00,Pudahuel,8.4,48.0,66.5,Fallido,Cliente Ausente,Furgón Eléctrico,4400.0
ENV-2026-01196,2026-08-21 00:02:00,Maipú,25.4,12.0,13.3,Entregado con Atraso,Cliente Ausente,Motocicleta,7100.0
ENV-2026-01197,2026-08-12 18:25:00,Maipú,15.3,24.0,24.6,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5200.0
ENV-2026-01198,2026-08-06 03:25:00,Las Condes,4.9,12.0,15.5,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4000.0
ENV-2026-01199,2026-08-05 02:45:00,San Bernardo,32.5,12.0,13.2,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8300.0
ENV-2026-01200,2026-08-20 09:30:00,Puente Alto,20.7,24.0,26.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6200.0
